"","rev.date","rev.sum","rev.rating","rev.title","rev.pros","rev.cons","rev.helpf","rev.id","rev.year","rev.pos","rev.loc","rev.stat"
"137"," Dec 3, 2012","""Great for resume building but low-average pay""","3.0","Current Employee - Anonymous Employee in San Francisco, CA","Thought provoking learning atmosphere, good intro into the financial markets and looks good on paper. Able to collaborate with others on an established product that is well known to the industry.","A lot of red tape to go through for new ideas/methodologies, which is understood for a corporation that's already been grounded for numerous years now. Pay is poor to average.",0,137,2012,"Anonymous Employee","San Francisco, CA","Current"
"138"," Dec 13, 2012","""Used to be a great place to work with balance and flexibility.""","2.0","Former Employee - Anonymous Employee","Central location, good cafeteria, gym on-site, and work/family balance.Training resources were readily available.There used to be reasonable hours and expectations.","Upper management is a mess and they keep getting promoted/raises. I don't get it. They make really poor decisions and then get rewarded for it?! Outsourcing was a complete disaster. No knock on the folks coming in from the outsourcing companies but really they got what they paid for. In summary, the CIO (DD) has run the IT staff into the ground with his poor decisions which has affected everyone. Get rid of him already and his cronies too.",1,138,2012,"Anonymous Employee","Not Given","Former"
"139"," Dec 14, 2012","""Software Development, Business Analysis""","2.0","Current Employee - Applications Development Consultant in Sofia (Bulgaria)","Well known name - prestige","Bad organisational structure where people do not want to experiment with new technologies and approaches.Hiring process in the Sofia office is corrupt - the manager of the office is using the hr company of his wife.",0,139,2012,"Applications Development Consultant","Sofia (Bulgaria)","Current"
"140"," Dec 14, 2012","""High on freedom to take decisions and act on own initiative but also very political and lacking structure in key areas.""","3.0","Current Employee - Anonymous Employee","A place where you can innovate and experiment; relatively flat structure; some amazing colleagues--both from professional and personal point of view; supportive atmosphere; generous benefits; good salaries.","Often lacking clear direction; generally poor communication from senior management; senior management decisions often appear arbitrary; cliquey; many company systems not up to grade; too high level of job insecurity; career paths lack clarity; internal rivalries can get in the way of achieving the best for the company; poor ethics.",0,140,2012,"Anonymous Employee","Not Given","Current"
"141"," Dec 16, 2012","""A once-great company ruined by the rubbish that floated to the top.""","1.0","Former Employee - Reporter","The company name may still hold some cache (for those who don't know too much about financial journalism) on your resume - you will be surprised how many people equate Dow Jones with Wall Street, money and success. You may get to transfer abroad. You will have opportunities to write/edit broadly, and other (better) wires may come knocking. You will find a friendly but downtrodden bunch of reporters/copy eds workers who you can hang with in the bar to commiserate; post shift drinking, smoking and therapeutic moaning will become your life and you will cherish it.","Pay is poor. Promotions do not exist unless you've been there 5-10+ years. Many of those who have climbed into positions of responsibility have no idea what they are doing. Many do nothing, and are paid well for it. Some senior editors do not know anything about financial news. Many decisions are made for self interest, not for the greater good. During on-going integration with the WSJ, some managers (there is one in Singapore/HK notorious for it) will openly threaten staff with their jobs, in order to gain compliance. Long-serving staff have been callously treated in firings. Morale is non-existent. The new CEO is widely despised, and ridiculed. Reporters are always battling against better resources at other wires. For years there were too many managers and too few copy eds. This is still the case. The IT systems are beyond bad. Investment in training/development is non-existent.",3,141,2012,"Reporter","Not Given","Former"
"142"," Jan 8, 2013","""In late 2012 Became a sweatshop""","2.0","Current Employee - Anonymous Employee","Good nice co-workers. Most really care about their work and the products they produce and are very smart and eager to help each other.","Management only cares about keeping their own jobs and bonuses - everyone below them is expendable and can be worked to death,",2,142,2013,"Anonymous Employee","Not Given","Current"
"143"," Jan 12, 2013","""Changing Vision""","3.0","Current Employee - Anonymous Employee","Awesome work ethic within employeesSome of the smartest people I've worked withAn amazing brand that is well respected","Nepotism at the topCEO is still searching for a strategy that makes sense",1,143,2013,"Anonymous Employee","Not Given","Current"
"144"," Jan 16, 2013","""Dow Jones""","3.0","Former Employee - Anonymous Employee","Great employees and culture. Good Benefits.","Bad compensation and inconsistent reviews.",1,144,2013,"Anonymous Employee","Not Given","Former"
"145"," Jan 21, 2013","""great learning environment and interesting industry to work in""","5.0","Former Employee - Anonymous Employee","awesome coworkers and work environment. new york city is the place to be if you can afford it.","bit of a crisis in the newspaper industry means you will have to make tough decisions. it can be difficult to make those decisions if you're not fearless and confident",0,145,2013,"Anonymous Employee","Not Given","Former"
"146"," Jan 23, 2013","""Not a bad company""","4.0","Former Employee - Human Resources Manager in Princeton, NJ","Gym on site in Princeton NJ;Nice cafe' on site in Princeton, NJ;Recognizable name to work forGood work life balance - I left at 5pm every day.","Rough industry to be in during the Great Recession - as a result, I had to lay people off, and then i was laid off myself.",1,146,2013,"Human Resources Manager","Princeton, NJ","Former"
"147"," Jan 30, 2013","""Toxic work environment and lack of expertise in new executive regime""","2.0","Former Employee - Marketing Manager in Princeton, NJ","Gym onsite, good brand name, gain good experience","Dow Jones used to be a company that I was once proud to work for. Unfortunately, in the last year under the new CEO, the company suffered a major shake up and lack of direction. Many executives with tons of experience were replaced with young, junior, inexperienced former Bloomberg employees to head up departments/groups with no expertise. These people were put into these roles with no prior experience. As a result, people are exiting this company at an alarming rate. Dow Jones is on a downward spiral.",7,147,2013,"Marketing Manager","Princeton, NJ","Former"
"148"," Feb 7, 2013","""Excellent compant to work for""","5.0","Former Employee - Operations Manager","Very professional group of people to work with. Great learning experience.","Newspaper business in general is on a major down slide although DJ's publications are still making money I believe.",0,148,2013,"Operations Manager","Not Given","Former"
"149"," Feb 7, 2013","""Great coworkers and good work/life balance""","4.0","Current Employee - Manager in New York, NY","Flexible schedule and great coworkers","Annual raises and lack of promotions",0,149,2013,"Manager","New York, NY","Current"
"150"," Feb 12, 2013","""Good to have on your resume.""","4.0","Former Employee - Reporter in London, England (UK)","- Big-name news organization- In-house training provided- Good people to work with/work atmosphere- London office located in the heart of the business district","- Now owned by News Corp.- Petty time-off battles against Bloomberg.- Very little succession planning (promotions to reporting positions arbitrary with little support given)- Preference given to Americans for promotions or foreign assignments.",0,150,2013,"Reporter","London, England (UK)","Former"
"151"," Feb 12, 2013","""Dow Jones is a Great Circus Act""","1.0","Current Employee - Anonymous Employee in New York, NY","Still some Dow Jones people left with strong values and integrity but the numbers are dwindling as former Bloomberg managment takes control around the globe. There are too few positive things to say about DJ now that the new regime is in place by the CEO. The only pro is the entertaiment value of seeing a circus act without having to pay for tickets. Lots of juggling clowns and a bald purple ring leader.","Too much to mention in the Institutional Sales area. The CEO rules by fear and intimidation with no strategy, no plan and no focus. Sales Peolpe want out because Sales Managment doesnt have a clue on managing the business or key customer relationships. Staff retention efforts are awful and customers are looking at competitors for replacement solutions. No longer proud to be a Dow Jones Employee. Would never recommend a friend to Dow Jones.",6,151,2013,"Anonymous Employee","New York, NY","Current"
"152"," Feb 17, 2013","""Zero Sum Company""","2.0","Former Employee - Product Manager in New York, NY","Strong brand, interesting businessExcellent benefits, salary is moderateNice office. hours are OKGet to ride elevator with famous TV reporters","Career progress is only made by taking somebody else's job. Very political.Revenue, earnings, and hiring are flat/declining, so hiring one person means firing someone else.Growth/survival strategy not clear.",3,152,2013,"Product Manager","New York, NY","Former"
"153"," Feb 18, 2013","""Political environment""","3.0","Current Employee - Senior Sales Executive in New York, NY","Brand, Benefits, location, global footprint","Comp plans, political promotion policies",0,153,2013,"Senior Sales Executive","New York, NY","Current"
"154"," Feb 20, 2013","""Great job...but always waiting for the layoffs to come""","4.0","Current Employee - Sales Associate in Dallas, TX","Great Benefits; Great work environment","Constantly downsizing, always end up doing more with less.",0,154,2013,"Sales Associate","Dallas, TX","Current"
"155"," Feb 22, 2013","""Not going through a good phase""","2.0","Former Employee - Anonymous Employee in London, England (UK)","Some fabulous corporate products and a history of collaborative working with very bright, professional people who have an excellent rapport with, and concern for, their customers.","Frequent reorganisations. Top-level management not positively viewed, to put it mildly.",3,155,2013,"Anonymous Employee","London, England (UK)","Former"
"156"," Mar 5, 2013","""Mostly good people work here, but the culture is changing.""","3.0","Former Employee - Product Specialist in Princeton, NJ","The majority of departments will make accommodations for employees managing the work-life balance. DJ offers good fringe benefits including life ins, a good health care plan, and on-site day care on certain campuses.","The corporate culture is changing though (as of 2012-13). ""New"" CEO Lex Fenwick (plucked from Bloomberg) desires to put his own stamp on operations, but insistence on personally approving projects and budgets has slowed progress to a snail's pace. Impending split of parent News Corp into film/entertainment and publishing/news divisions has many waiting for further belt-tightening.",2,156,2013,"Product Specialist","Princeton, NJ","Former"
"157"," Mar 25, 2013","""Lots of change, but amazing opportunities if you're new and want to do brave new stuff""","5.0","Current Employee - Anonymous Employee in New York, NY","Support for new ideas, appetite to do best new thing, incredibly deep and varied talent pool. Feel like you're part of something with big ambition.","Still alot to be done for all media companies today to survive and be successful. Dow Jones not immune.",0,157,2013,"Anonymous Employee","New York, NY","Current"
"158"," Mar 25, 2013","""Never stagnant""","4.0","Current Employee - Anonymous Employee in New York, NY","This isn't the same Dow Jones. And I mean that in a good way.. Now it's open plan, free lattes, global perspective, less stratified management. Keeps me challenged everyday. People don't hide behind their computer screens either - it's a collaborative place now. People now TALK TO EACH OTHER.","Things are constantly moving - in a good way, but it's not for everyone. You have to be willing to evolve with the industry, revise your job description, and roll with constant change...if you want a clear career path, a hierarchy to explain how things work, and hand-holding, don't work here.",0,158,2013,"Anonymous Employee","New York, NY","Current"
"159"," Apr 1, 2013","""A collaborative world where new ideas are encouraged and supported""","5.0","Current Employee - Anonymous Employee in New York, NY","Competitive salary and benefits; smart and approachable colleagues; open floor culture where cross-collaboration is encouraged; challenging work; strong and respected brand; access to leadership. If you're looking for challenging work and the ability to make an impact, Dow Jones is the place to be. Whether you're here for 30 days or 30 years, your ideas are welcome and supported. It's a place where if you can dream it, pitch it, and execute it, then you can do it.","Not so much a con but a challenge - keeping up with change (but seems to be change for the better). Need to be adaptable and independent to excel here.",0,159,2013,"Anonymous Employee","New York, NY","Current"
"160"," Apr 9, 2013","""Changing Leadership is effecting organization negatively""","1.0","Current Employee - Account Manager in New York, NY","Wonderful people and middle management","Terrible new leadership, making changes without consideration for customers or company. Lack of direction with product and pricing - rash decisions and no market research to back them",2,160,2013,"Account Manager","New York, NY","Current"
"161"," Apr 9, 2013","""Working for the best News and Information Company on this green globe""","5.0","Current Employee - Anonymous Employee","One of the best thing about Dow Jones experiencing and being in the very exciting new environment that Lex Fenwick our CEO has planted into the Dow Jones garden of success. It is just the beginning and it will bloom into bigger and better things. You can feel the excitement in the air and and everyday is a new adventure. The new atmosphere of employees only brings more to the table; the word is FRESH. Coming into work is like opening the balcony door on a perfect breezy spring day.","Hard work is a key element in being successful at Dow Jones and going above and beyond is what is expected. Dow Jones employees are over achievers and if you are a ""bare minimum"" type, you may not like it here.",1,161,2013,"Anonymous Employee","Not Given","Current"
"162"," Apr 11, 2013","""Refreshing and transformative""","5.0","Current Employee - Anonymous Employee in New York, NY","Dow Jones leadership seems to understand the realities of the publishing industry and is taking the right steps to transform its business.Appears to be change afoot and while that probably scares a lot of people, it's liberating to know I am at a company where my changes and work have a real, positive impact to the future of the organization.Work is fast paced and exciting. Peers and management are open to ideas.Internal career opportunities and internal job transfers are cool.There's an influx of very talented people.","If change, learning, and transformation scare you off, this might not be the place for you.",1,162,2013,"Anonymous Employee","New York, NY","Current"
"163"," Apr 11, 2013","""Can't decide what it wants to be""","3.0","Current Employee - Anonymous Employee","Good people working hard to create a good product that has real relevance in the marketplace. Pay is decent, offices are nice. Good name in the market.","High leadership turnover resulting in constantly changing direction; chronic budget issues resulting in the loss of some of the right people. Lack of goals can be frustrating.",1,163,2013,"Anonymous Employee","Not Given","Current"
"164"," Apr 16, 2013","""A solid company, but a little top heavy""","4.0","Former Employee - Anonymous Employee","Great place to work, smart people. Great brand that has appeal in certain markets with some solid products.","The org always had too many layers that were too far removed from the real business. They were slow to adapt to market changes.",0,164,2013,"Anonymous Employee","Not Given","Former"
"165"," Apr 24, 2013","""The Lex Fenwick Show""","1.0","Current Employee - IT Manager in South Brunswick Terrace, NJ","DJ has great brands to take pride working for such as the Wall Street Journal, Barron's, MarketWatch. Editorial content is top notch.","CEO of 1 yr finally replaced essentially all his directs with buds brought in from Bloomberg. Existing management had been petrified of heads rolling for a while hence they became less effective. All decision making has been centralized at the top. No room for alternative views here. Just say ""yes"".",3,165,2013,"IT Manager","South Brunswick Terrace, NJ","Current"
"166"," Apr 24, 2013","""Supportive Environment, Willing to Train""","4.0","Current Employee - Anonymous Employee in New York, NY","- Employees encouraged to develop and share new ideas. Creativity and boldness valued.- Freedom to work outside your job description and get diverse experience-Willing & able to hire new grads- Very solid benefits and salary- Selling some of the best and most well respected brands in the industry-Intelligent colleagues","-Must be very flexible and ready to go with the flow as the company rapidly changes. Difficult for some, exciting for others.-Some friction between new wave of employees vs. old",0,166,2013,"Anonymous Employee","New York, NY","Current"
"167"," May 3, 2013","""Great place to work, everything moves real slow though""","4.0","Current Employee - Journalist in London, England (UK)","Good, smart colleagues, relaxed atmosphere. Proud to work here.","Strategic lethargy. Would say more action required, less talk, but there isn't even a lot of talk.",1,167,2013,"Journalist","London, England (UK)","Current"
"168"," May 5, 2013","""Challenging, growth oriented. Top heavy, highly politically charged environment bringing news to the world .""","3.0","Current Employee - Finance Director in New York, NY","New media is exciting, growth orientation, great benefits.","Lackluster senior management, risk taking only when told to take the risk, data overload, crippling politics.",0,168,2013,"Finance Director","New York, NY","Current"
"169"," May 8, 2013","""Okay pay and technology, adversarial management culture""","3.0","Current Employee - Software Developer in South Brunswick Terrace, NJ","The Factiva group is quick to adopt new technology. Lots of smart capable programmers working there. Salaries are okay. 401k plan was very good when I was there, but I hear it's not nearly as good now. Plenty of parking. Nice cafeteria that I still miss.","They don't make a lot of money, so it creates a somewhat hostile atmosphere where they are always trying to save money. Frequent layoffs, including offshoring. Even for the people who survive the layoffs, management was pretty adversarial towards their employees. You could tell this was their management culture by how many managers acted this way.",2,169,2013,"Software Developer","South Brunswick Terrace, NJ","Current"
"170"," May 11, 2013","""Great place to start a career right out of college""","4.0","Current Employee - Anonymous Employee","supportive managers, nice work atmosphere, great work life balance","not that i could think of",0,170,2013,"Anonymous Employee","Not Given","Current"
"171"," May 20, 2013","""Good place to work but felt unstable at times""","3.0","Former Employee - Applications Developer in North Brunswick, NJ","Learned a lot and worked with bright people","If you have a good manager, it's not a bad place to work. At least when I worked there, they tend to change teams around a lot and you could easily be stuck with a bad manager. That could happen anywhere though.Too many meetings",0,171,2013,"Applications Developer","North Brunswick, NJ","Former"
"172"," May 24, 2013","""Great company now in decline""","3.0","Former Employee - Anonymous Employee","The 'old' DJ was a meritocracy, where hard work and intelligence paid off. The products were the best in the world. The benefits were good and career advancement was possible.","New management is trying to radically remake the company. In doing so, they have alienated their employees, their customers and their partners. The idea of one product matching the needs of all customers is shortsighted and unlikely to succeed.",3,172,2013,"Anonymous Employee","Not Given","Former"
"173"," May 30, 2013","""New Management is trying to make a Bloomberg""","2.0","Current Employee - Anonymous Employee in New York, NY","still great people, good salary, do not overwork employees","no one seems to know a definitive direction for the comapny",2,173,2013,"Anonymous Employee","New York, NY","Current"
"174"," Jun 10, 2013","""Poor management""","2.0","Former Employee - Software Development Manager in South Brunswick Terrace, NJ","Benefits and salary were good. Co-workers were friendly. Work was exciting and challenging.","Executives were always fighting and grabbing for power. They never kept promises and never delivered anything on time. Treated employees poorly, without respect. When they ask someone who is cooperative to do something, there is no reason to be nasty about it.",4,174,2013,"Software Development Manager","South Brunswick Terrace, NJ","Former"
"175"," Jun 20, 2013","""Good people, crappy bureaucracy""","3.0","Current Employee - Interaction Designer in New York, NY","People here are very nice and caring, there is a snack bar, the hours aren't crazy.","As with any huge company, the level of bureaucracy and mismanagement are insane. A real downer when you're trying to get anything interesting done.",1,175,2013,"Interaction Designer","New York, NY","Current"
"176"," Jun 25, 2013","""Career re-affirming.""","5.0","Current Employee - Anonymous Employee","Respect from senior staff, cohesion of purpose and competitive salary.","I wish the job was not temporary.",0,176,2013,"Anonymous Employee","Not Given","Current"
"177"," Jun 29, 2013","""Too much change for the worse""","2.0","Former Employee - Director in Princeton, NJ","Great products, great colleagues, interesting work. Still have the chance to be great. New news company creates an oportunity for change.","Hostile and suspicion-filled atmosphere and culture fostered by senior management. Little to no change for advancement. Products in decline due to NewsCorp influence - no longer the objective bastions they once were. Over-simplistic marketing approach will erode products over time.",4,177,2013,"Director","Princeton, NJ","Former"
"178"," Jul 9, 2013","""A shadow of its former self""","3.0","Former Employee - Anonymous Employee","Good peopleInteresting productsGreat reputationGood benefitsVestiges of the old Dow Jones culture remain, and these civilize the indifference of the culture being created by the new management","Senior management is arbitrary and capricious, but without a clear vision of the futureOwned by a company (the new News Corp) committed to cutting $1.4 billion in expensesOld school media company still unprepared for the InternetNo one is secureDow Jones was mismanaged before Murdoch bought it and it needed changing, but the current management has no idea what they're doing",4,178,2013,"Anonymous Employee","Not Given","Former"
"179"," Jul 11, 2013","""The New Dow Jones""","5.0","Current Employee - Anonymous Employee in New York, NY","- Go-getter mentality- Cut throat- Only for the best-Great colleagues-New management is great at what they do and are very inspirational and motivating-I have no problem getting out of bed in the morning and coming to work","We're looked at as Fox's younger brother.",0,179,2013,"Anonymous Employee","New York, NY","Current"
"180"," Jul 18, 2013","""You Have Been Warned""","1.0","Current Employee - Sales Associate in New York, NY","Front Row Seats to Rodeo","The claim by DJ Senior Sales Leadership is that if you join Dow Jones Institutional Sales, you will be a maverick, innovative and transformative. You will love the progressive culture and have products the markets demand. Well people these are only lies and ploys to get you to back fill all the smart and successful sales pro's that have left DJ because they could not take the nonsense. Let me give you an honest dose of reality. The truth is that you will represent Sales Management that is clueless when it comes to managing a sales organization. The environment will be chaotic, hostile. depressing and a cowboy like atmosphere. You women be careful how close you get to those cowboys! Remember the Bloomberg lawsuits and stories of the past around favoritism, discrimination and sexism? Well it runs rampant under the CEO and others in Senior Management roles.Dad's lock up your recent grad daughters before sending them to the DJ NY office for their first job! Want more truth serum. Your customers will hate you because they are being held hostage to products and pricing they just do not want. That is why many have canceled their DJ contracts. If you want to make real money, apply to other news aggregators who are cleaning up on behalf of this failed experiment by the CEO. Once his contract is up, he and the rest of the inmates he brought in will be put to the curb for trash collection. You have been warned!",7,180,2013,"Sales Associate","New York, NY","Current"
"181"," Jul 21, 2013","""Good depending on location""","3.0","Current Employee - Anonymous Employee","Good work/life balanceNice coworkers and understanding bosses (most of them)Some very intelligent, impressive, forward thinking people working here","Minimal advancement in job and salary possibleOffice environment varies greatly by location",0,181,2013,"Anonymous Employee","Not Given","Current"
"182"," Jul 27, 2013","""Excellent""","5.0","Current Employee - Senior Engineer in New York, NY","- Strong leadership- Transparency into high level company decisions- Focused on solidarity and working together toward a goal that benefits the company with clear messaging that this will in turn benefit the employees- Strong desire to get the most out of technology","- Not a con persay but, worth noting that this is a company in transition with a renewed focus on using technology and using it correctly. Be prepared to help be a moving piece in that transition.- Lots of antiquated technology that needs to be updated/replaced",0,182,2013,"Senior Engineer","New York, NY","Current"
"183"," Jul 30, 2013","""Overall good company with good benefits, but too much turnover""","3.0","Former Employee - Operations & Reporting Specialist in New York, NY","Very good work life balance","No loyalty to company/from company",1,183,2013,"Operations & Reporting Specialist","New York, NY","Former"
"184"," Aug 2, 2013","""Good people, poor upper management and frequent reorgs. Company culture changed significantly after been aquired by Fox.""","3.0","Current Employee - Director of Product Management in New York, NY","Good work-life balance, good middle tier.","Poor upper management. Top management full of Bloomberg people",5,184,2013,"Director of Product Management","New York, NY","Current"
"185"," Aug 6, 2013","""Smart people, but the company is a joke.""","3.0","Current Employee - Anonymous Employee in New York, NY","Very intelligent people who are generally friendly and are truly interested in building great products.Good benefitsTons of vacation timeFree coffee and snacksThe team I work with is great; however...","...the organization itself is a bureaucratic nightmare.- Zero transparency from the CEO or anyone in a C-level position for that matter.- Communication between groups is often non-existent- Money being spent on ridiculous items to make the office look cool, meanwhile a lot of people can't even get new computer equipment without a 10 phases of approval- HR department is a joke. It takes months (literally) to convert a consultant to a full-time employee.- CEO claims to put the customer first but spends money on very expensive office decor that has zero impact on our customer experience and does not improve employee morale.",7,185,2013,"Anonymous Employee","New York, NY","Current"
"186"," Aug 18, 2013","""Good products, no opportunities""","3.0","Former Employee - Manager","Good productsNice peopleGood benefitsLong vacation","no career opportunitiessalary increases <1 % to max 5% and significantly below the marketno bonuses for mid-managers",5,186,2013,"Manager","Not Given","Former"
"187"," Aug 21, 2013","""Account Manager""","2.0","Former Employee - Account Manager in London, England (UK)","- good work/life balance- international workforce- chilled atmosphere","- low pay- stagnant business so not many opportunities for growth- no international mobility- bad management- no accountability for bad management decisions (nobody gets fired)",2,187,2013,"Account Manager","London, England (UK)","Former"
"188"," Aug 26, 2013","""Was a good place to work, recent changes are not good for the future of the company.""","2.0","Current Employee - Anonymous Employee","If you worked under a good manager they let you do your job. However, quality managers are leaving at a very fast rate.Nice office spaces in NY/NJ.","Massive changes at all levels causes instability and less qualified people seems to be running the show.Constant reorgs of groups.Culture of fear about being laid off",5,188,2013,"Anonymous Employee","Not Given","Current"
"189"," Aug 27, 2013","""Positive workplace with intelligent people.""","4.0","Current Employee - Copy Editor in Singapore (Singapore)","Positive atmosphere.Very intelligent colleagues.Very little office politics.Great teaching.Good communication and appreciation.No big egos.","Poor pay.Limited room for advancement.",4,189,2013,"Copy Editor","Singapore (Singapore)","Current"
"190"," Sep 4, 2013","""Work""","3.0","Current Employee - Applications Development Consultant in Princeton, NJ","great work environment to work.","Low Compensation & promotions are not easy & lot of politics",1,190,2013,"Applications Development Consultant","Princeton, NJ","Current"
"191"," Sep 7, 2013","""Working for Dow Jones takes the taste out of my peanut butter.""","2.0","Current Employee - Anonymous Employee","Unless you are part of management, there are no pros to working at Dow Jones. It is a cut throat company.","Incompetent, overpaid, out of touch redundant upper managers who are penny wise and pound foolish. Lower level workers, who actually understand and run the operation, are significantly underpaid. Upper management feigns concern for the safety of their workers. Company insisted on printing and sending out trucks in the middle of Hurricane Sandy, as if people were looking for the Wall Street Journal on their front step after their house was flooded and roof was blown off.",6,191,2013,"Anonymous Employee","Not Given","Current"
"192"," Sep 8, 2013","""Awe full Management""","1.0","Current Employee - Manager in Princeton, NJ","Currently, None. It had a few Pros before the CEO from Bloomberg took the leadership.","The new CEO has replaced experienced leaders with bunch of half baked potatoes from Bloomberg who seems naive to the point of being ridiculous. Company has no vision for the growth. No talent would stay here until current rotten management is replaced, however that would be dream come true if it happens before company sells itself or file for bankruptcy. I believe this company has self life of 2-3 years, not more than that.",9,192,2013,"Manager","Princeton, NJ","Current"
"193"," Sep 10, 2013","""It was great before the new CEO came""","3.0","Current Employee - Anonymous Employee","work-life balance and international team","fire staff without any notice",3,193,2013,"Anonymous Employee","Not Given","Current"
"194"," Sep 13, 2013","""a neutral company for retiring stuff. not good for mid-career developers""","4.0","Former Employee - IT Team Leader in Sofia (Bulgaria)","big, stable, well stablished company of Merdock's","slow in terms of changes, sloppy source code",0,194,2013,"IT Team Leader","Sofia (Bulgaria)","Former"
"195"," Sep 16, 2013","""No value of employees""","1.0","Former Employee - Anonymous Employee","Good benefits, vacation. Had been a great place to start your career. Work from home was available.","Clueless managers who manage up well stick around, despite being horrible people leaders and clueless about business and their roles. HR department is useless.",5,195,2013,"Anonymous Employee","Not Given","Former"
"196"," Sep 18, 2013","""It was a great experience.""","4.0","Former Employee - Staff Assistant in Silver Spring, MD","Great management team to work with.","Needed more heat in the building!",1,196,2013,"Staff Assistant","Silver Spring, MD","Former"
"197"," Oct 11, 2013","""happy camper""","5.0","Current Employee - Accountant in Princeton, NJ","big company with lots ofbenefits","to much work to do",1,197,2013,"Accountant","Princeton, NJ","Current"
"198"," Oct 15, 2013","""Hiring new talent""","4.0","Current Employee - Anonymous Employee","A lot of opportunities and challenges.","Old management still working in old way, delays process.",0,198,2013,"Anonymous Employee","Not Given","Current"
"199"," Oct 23, 2013","""Chaotic""","2.0","Current Employee - Anonymous Employee","Good work/life balance and benefits, except for salary.","3 years ago it was a great company to work for, not so much now.",1,199,2013,"Anonymous Employee","Not Given","Current"
"200"," Nov 1, 2013","""Open, challenging and forward-thinking atmosphere""","5.0","Current Employee - Anonymous Employee in New York, NY","The company is open to change and new, fresh ideas. Beautiful, relaxed office, even boasting a chandelier! There's also a free snack bar for employees and guests to enjoy.","As with any large corporation, it's difficult to get to know everybody, and the different departments don't intermingle as much as I'd like.",0,200,2013,"Anonymous Employee","New York, NY","Current"
"201"," Nov 5, 2013","""Unless you're ex- Bloomberg, there's no chance for advancement""","2.0","Former Employee - Director of Product Management in New York, NY","Dow Jones used to be a great company. Yes it needed some tightening, and I think the new leadership has done that.","Where to begin, the hire only ex-Bloomberg people because the CEO is ex-Bloomberg. If you know the CEO, experience and talent do not count. They did hire a ton of talented people, but they also placed people in senior positions who had neither the experience nor the qualifications to be there. managers were outright TOLD to hire these people. They fill all the management positions leaving no place for older employees to advance to . The CEO is so blinded on his single offering concept, that millions of dollars in revenue have already walked out the door",3,201,2013,"Director of Product Management","New York, NY","Former"
"202"," Nov 7, 2013","""Dow Jones used to be a great place to work. Sadly, not the case today.""","2.0","Former Employee - Senior Sales Executive","Market leader in news and information in the corporate space. Well known brand. Felt respect from clients. Company worked well with clients - developed partnerships.","The ""pros"" have largely turned into ""cons"". Corporate clients are fleeing DJ in droves. Clients now hostile towards DJ and their new product and pricing approach. Long-term clients relationships have been tossed aside.",4,202,2013,"Senior Sales Executive","Not Given","Former"
"203"," Nov 8, 2013","""Used to be a great company to work for...now a leadership nightmare and with morale sinking faster than the Titanic!""","1.0","Current Employee - Anonymous Employee in South Brunswick Terrace, NJ","Some great people through the years that are still around that have a lot to share and for the most part are willing to.Paychecks still show up on time","New management team couldn't lead their way out of a paper bagNo leadership or information flows from aboveMorale is the worse I've seen in 15 yearsUsed to be a good internal culture, started to change when NewsCorp took over and went completely down hill once Lex and his Bloomberg buddies took over the upper management.Internal promotion is virtually non-existent, almost all positions filled by former Bloomberg buddies of Lex & his team",3,203,2013,"Anonymous Employee","South Brunswick Terrace, NJ","Current"
"204"," Nov 12, 2013","""Dow Jones has changed. The people are still great, the work not so much anymore.""","2.0","Current Employee - Anonymous Employee in Princeton, NJ",">Coworkers are great and are main reason to stay with this company>Health care is great>On site fitness center(though not free)>Physical Fitness reimbursement for outside centers/activities>On site cafeteria(though not free)>Coffee bar > Free coffee / popcorn / frozen yogurt in the Princeton office (The NY office gets fresh fruit / granola bars / OJ / Apple Juice / fruit leather / chips / raisins)>Union protection/benefits/minimum pay scales>Unlimited sick time>Hiring a lot of developers now. This area has been given a shot in the arm.",">Management only cares about the clock punching versus the quality of work. (harder not smarter) You are expected to ride your desk creating an illusion of working.>Lots of micro managing despite individual results.>Unable to work from home (everyone was called back into the offices a la Yahoo).>Limited advancement opportunities / no outlined career paths.>Salaries are not competitive compared to other companies.>All IT jobs have the same pay scale>A phrase ""Perfect is the enemy of fast"" was recently painted on a wall in one of the bigger buildings. To me, this outlook is a Con and explains a lot.>Job security is always a concern due to layoffs / outsourcing.",4,204,2013,"Anonymous Employee","Princeton, NJ","Current"
"205"," Nov 18, 2013","""Feast or be the Feast""","4.0","Former Employee - IT Manager in New York, NY","Great opportunity to learn because everybody else was leaving. Personally, I liked the energy and challenge. There's so much change to suck in in the media world. The younger people were looking for some process and governance to be more productive, but the VP layer saw it as a waste of time. So the PMs got the boot. Also, great brands for your resume.","Lack of management recognition for all the things that make an entire organization successful, besides the look and feel of an app. Would recommend only to people with the right mindset - learn all you can in a short period of time and decide from there if it's working for you.",4,205,2013,"IT Manager","New York, NY","Former"
"206"," Nov 23, 2013","""Poor, no concern for the employee but when something wrong happens due to work load, the employee is at fault""","2.0","Former Employee - News Editor in Princeton, NJ","Co workers were totally professional, easy to work with","Upper management dis-attached from staff",2,206,2013,"News Editor","Princeton, NJ","Former"
"207"," Dec 4, 2013","""I've enjoyed it.""","4.0","Current Employee - Reporter in San Francisco, CA","People are smart and work hard. They collaborate and are willing to take risks. Readers set a high standard for Dow Jones, and the work has been challenging and fun. The benefits are good too.","Salaries are mediocre--hopefully they will improve.",0,207,2013,"Reporter","San Francisco, CA","Current"
